LA,LA Name,LineNumber,CYPServiceDescription,OwnProvision,PrivateProvision,OtherPublic,Voluntary,TotalExpenditure,Income,NetCurrentExpenditure,GovGrantsInsideAEF,GovGrantsOutsideAEF,LEANetRevenueExpenditure
890,Blackpool,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
891,Nottinghamshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
892,Nottingham,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
893,Shropshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,69692,0,69692,NULL,NULL,NULL
894,Telford and Wrekin,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
908,Cornwall,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
909,Cumbria,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,689147,237,688910,NULL,NULL,NULL
916,Gloucestershire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,340000,0,340000,NULL,NULL,NULL
919,Hertfordshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,1582683,0,1582683,NULL,NULL,NULL
921,Isle of Wight,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
925,Lincolnshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
926,Norfolk,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
928,Northamptonshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
929,Northumberland,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
931,Oxfordshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
933,Somerset,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
935,Suffolk,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
936,Surrey,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
937,Warwickshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
938,West Sussex,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
822,Bedford Borough,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,552267,0,552267,NULL,NULL,NULL
823,Central Bedfordshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
895,Cheshire East,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
896,Cheshire West and Chester,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
301,Barking and Dagenham,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,51674357,2481815,49192542,NULL,NULL,NULL
302,Barnet,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,56276297,1426406,54849891,NULL,NULL,NULL
370,Barnsley,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,40836861,2282060,38554801,NULL,NULL,NULL
800,Bath and North East Somerset,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,21235680,3835555,17400125,NULL,NULL,NULL
822,Bedford Borough,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,28203800,1812699,26391101,NULL,NULL,NULL
303,Bexley,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,66526000,840000,65686000,NULL,NULL,NULL
330,Birmingham,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,218826272,10586761,208239511,NULL,NULL,NULL
889,Blackburn with Darwen,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,34533762.37,1719681.25,32814081.12,NULL,NULL,NULL
890,Blackpool,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,34489986,2181530,32308456,NULL,NULL,NULL
350,Bolton,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,45317554,2492271,42825283,NULL,NULL,NULL
837,Bournemouth,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,29394118,744779,28649339,NULL,NULL,NULL
867,Bracknell Forest,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,15688194.1,1164294.81,14523899.29,NULL,NULL,NULL
380,Bradford,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,95607206,4048177,91559029,NULL,NULL,NULL
304,Brent,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,51426197.81,2904105,48522092.81,NULL,NULL,NULL
846,Brighton and Hove,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,57055519,1291905,55763614,NULL,NULL,NULL
801,Bristol City of,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,83460774,8677670,74783104,NULL,NULL,NULL
305,Bromley,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,36567623.92,497936.94,36069686.98,NULL,NULL,NULL
825,Buckinghamshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,70141229,9194823,60946406,NULL,NULL,NULL
351,Bury,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,28628775,1316129,27312646,NULL,NULL,NULL
381,Calderdale,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,45932791,3608982,42323809,NULL,NULL,NULL
873,Cambridgeshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,93172430,10209146,82963284,NULL,NULL,NULL
202,Camden,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,60853580,861393,59992187,NULL,NULL,NULL
823,Central Bedfordshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,37192272,5776227,31416045,NULL,NULL,NULL
895,Cheshire East,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,43774690,1235448,42539242,NULL,NULL,NULL
896,Cheshire West and Chester,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,45975627,2033556,43942071,NULL,NULL,NULL
201,City of London,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,3077222.75,224188,2853034.75,NULL,NULL,NULL
908,Cornwall,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,84496796,349228,84147568,NULL,NULL,NULL
331,Coventry,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,69078841,3846392,65232449,NULL,NULL,NULL
306,Croydon,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,85381073,2781946,82599127,NULL,NULL,NULL
909,Cumbria,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,69458490,2258570,67199920,NULL,NULL,NULL
841,Darlington,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,18368486,945943,17422543,NULL,NULL,NULL
831,Derby,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,47698734,3418076,44280658,NULL,NULL,NULL
830,Derbyshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,98315127,7156009,91159118,NULL,NULL,NULL
878,Devon,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,107818982,10359269,97459713,NULL,NULL,NULL
371,Doncaster,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,60845920,2310744,58535176,NULL,NULL,NULL
835,Dorset,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,51543918,2445799,49098119,NULL,NULL,NULL
332,Dudley,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,52094778,2524611,49570167,NULL,NULL,NULL
840,Durham,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,91339008,14587595,76751413,NULL,NULL,NULL
307,Ealing,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,59034973,2165370,56869603,NULL,NULL,NULL
811,East Riding of Yorkshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,35331753,1649517,33682236,NULL,NULL,NULL
845,East Sussex,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,72075672,8668960,63406712,NULL,NULL,NULL
308,Enfield,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,53043207,4802297,48240910,NULL,NULL,NULL
881,Essex,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,197964219,7424567,190539652,NULL,NULL,NULL
390,Gateshead,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,34196724,3285798,30910926,NULL,NULL,NULL
916,Gloucestershire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,71190589,2770942,68419647,NULL,NULL,NULL
203,Greenwich,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,74424310,6569823,67854487,NULL,NULL,NULL
204,Hackney,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,73912400,4538830,69373570,NULL,NULL,NULL
876,Halton,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,22594424,1779672,20814752,NULL,NULL,NULL
205,Hammersmith and Fulham,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,37964042,2306517,35657525,NULL,NULL,NULL
850,Hampshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,134131609,12871976,121259633,NULL,NULL,NULL
309,Haringey,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,72557441,4147933,68409508,NULL,NULL,NULL
310,Harrow,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,39243794,4477491,34766303,NULL,NULL,NULL
805,Hartlepool,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,21517949.28,1962492.34,19555456.94,NULL,NULL,NULL
311,Havering,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,29565779,1184101,28381678,NULL,NULL,NULL
884,Herefordshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,22941272,1079109,21862163,NULL,NULL,NULL
919,Hertfordshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,163144752,1215062,161929690,NULL,NULL,NULL
312,Hillingdon,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,52557819.97,4893936.78,47663883.19,NULL,NULL,NULL
313,Hounslow,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,46108034,2725569,43382465,NULL,NULL,NULL
921,Isle of Wight,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,21019339,877116,20142223,NULL,NULL,NULL
420,Isles Of Scilly,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,668928,216974,451954,NULL,NULL,NULL
206,Islington,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,70045309,3512656,66532653,NULL,NULL,NULL
207,Kensington and Chelsea,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,38409012.48,2846091.07,35562921.41,NULL,NULL,NULL
886,Kent,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,219663211,15615263,204047948,NULL,NULL,NULL
810,Kingston upon Hull City of,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,61531707,5293949,56237758,NULL,NULL,NULL
314,Kingston upon Thames,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,24631308,2525189,22106119,NULL,NULL,NULL
382,Kirklees,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,71833173,3665632,68167541,NULL,NULL,NULL
340,Knowsley,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,27562170.9,2240252.59,25321918.31,NULL,NULL,NULL
208,Lambeth,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,67763144,875397,66887747,NULL,NULL,NULL
888,Lancashire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,155124115,1416509,153707606,NULL,NULL,NULL
383,Leeds,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,170650217,19978352,150671865,NULL,NULL,NULL
856,Leicester,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,65525358,2772091,62753267,NULL,NULL,NULL
855,Leicestershire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,55760731,6022936,49737795,NULL,NULL,NULL
209,Lewisham,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,62369350,3665756,58703594,NULL,NULL,NULL
925,Lincolnshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,82611571,6831645,75779926,NULL,NULL,NULL
341,Liverpool,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,88830231,4269591,84560640,NULL,NULL,NULL
821,Luton,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,38459777,1651440,36808337,NULL,NULL,NULL
352,Manchester,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,138261146,3390344,134870802,NULL,NULL,NULL
887,Medway,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,43533141,3042795,40490346,NULL,NULL,NULL
315,Merton,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,28924308,2497603,26426705,NULL,NULL,NULL
806,Middlesbrough,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,40705318,2796013,37909305,NULL,NULL,NULL
826,Milton Keynes,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,38478965,1159650,37319315,NULL,NULL,NULL
391,Newcastle upon Tyne,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,58395837.39,10129540.39,48266297,NULL,NULL,NULL
316,Newham,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,73318577,2971667,70346910,NULL,NULL,NULL
926,Norfolk,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,114370674,8251543,106119131,NULL,NULL,NULL
812,North East Lincolnshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,42343336,10619547,31723789,NULL,NULL,NULL
813,North Lincolnshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,26188291,1221401,24966890,NULL,NULL,NULL
802,North Somerset,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,26222328,2072780,24149548,NULL,NULL,NULL
392,North Tyneside,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,29395598,2197890,27197708,NULL,NULL,NULL
815,North Yorkshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,65586013,1941663,63644350,NULL,NULL,NULL
928,Northamptonshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,83092165,13215680,69876485,NULL,NULL,NULL
929,Northumberland,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,47837021,6533128,41303893,NULL,NULL,NULL
892,Nottingham,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,69611967,2159048,67452919,NULL,NULL,NULL
891,Nottinghamshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,109455404,6594890,102860514,NULL,NULL,NULL
353,Oldham,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,39564806,2185050,37379756,NULL,NULL,NULL
931,Oxfordshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,62007918,1782345.31,60225572.69,NULL,NULL,NULL
874,Peterborough,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,40336752,5581847,34754905,NULL,NULL,NULL
879,Plymouth,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,45988688,3239424,42749264,NULL,NULL,NULL
836,Poole,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,17604784,159239,17445545,NULL,NULL,NULL
851,Portsmouth,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,32858264,772525,32085739,NULL,NULL,NULL
870,Reading,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,29383030,1762794,27620236,NULL,NULL,NULL
317,Redbridge,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,39875459,3464166,36411293,NULL,NULL,NULL
807,Redcar and Cleveland,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,23688800,393137,23295663,NULL,NULL,NULL
318,Richmond upon Thames,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,23216706,1418629,21798077,NULL,NULL,NULL
354,Rochdale,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,42902482,2076943,40825539,NULL,NULL,NULL
372,Rotherham,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,48113363,4018549,44094814,NULL,NULL,NULL
857,Rutland,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,3779649,70886,3708763,NULL,NULL,NULL
355,Salford,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,53534233,6905909,46628324,NULL,NULL,NULL
333,Sandwell,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,62117147,5252067,56865080,NULL,NULL,NULL
343,Sefton,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,41693135,751552,40941583,NULL,NULL,NULL
373,Sheffield,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,94692781.37,15532299.22,79160482.15,NULL,NULL,NULL
893,Shropshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,31696345,2225256,29471089,NULL,NULL,NULL
871,Slough,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,26183204,2309576,23873628,NULL,NULL,NULL
334,Solihull,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,41707039,1144542,40562497,NULL,NULL,NULL
933,Somerset,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,60603086,3992975,56610111,NULL,NULL,NULL
803,South Gloucestershire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,32789721,6415393,26374328,NULL,NULL,NULL
393,South Tyneside,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,31713691,4082688,27631003,NULL,NULL,NULL
852,Southampton,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,37087197,2447731,34639466,NULL,NULL,NULL
882,Southend-on-Sea,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,28017535,1421517,26596018,NULL,NULL,NULL
210,Southwark,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,85569400,5135029,80434371,NULL,NULL,NULL
342,St Helens,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,28635126.74,10033505.28,18601621.46,NULL,NULL,NULL
860,Staffordshire,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,113226039,15112540,98113499,NULL,NULL,NULL
356,Stockport,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,40340945,2904019,37436926,NULL,NULL,NULL
808,Stockton-on-Tees,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,34142847,1214129,32928718,NULL,NULL,NULL
861,Stoke-on-Trent,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,49632891.24,4687919.76,44944971.48,NULL,NULL,NULL
935,Suffolk,37,CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),NULL,NULL,NULL,NULL,93523646.19,14362496.04,79161150.15,NULL,NULL,NULL
