time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,category_of_expenditure,description_of_expenditure,own_provision,private_provision,other_public_sector_provision,voluntary_provision,total_expenditure,income,net_current_expenditure,grants_inside_AEF,grants_outside_AEF,net_revenue_expenditure,per_capita_net_current_spend
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Other children and family services,3.2.1 Other children and families services,326402,0,0,0,326402,0,326402,39516,0,286886,11
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),10198829,24891,0,0,10223720,21663,10202058,774071,0,9427987,358
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,254847,0,0,0,254847,0,254847,0,0,254847,9
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,76741,0,0,0,76741,15183,61558,0,0,61558,2
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,10530418,24891,0,0,10555309,36846,10518463,774071,0,9744392,369
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Family support services,3.4.1 Direct payments,312453,0,0,0,312453,0,312453,0,0,312453,11
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Family support services,3.4.2 Short breaks (respite) for disabled children,591312,210973,0,0,802284,176121,626163,16700,0,609463,22
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Family support services,3.4.3 Other support for disabled children,1459571,1470870,0,0,2930441,357887,2572553,0,0,2572553,90
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Family support services,3.4.4 Targeted family support,4168176,0,0,0,4168176,157634,4010542,497389,0,3513153,141
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Family support services,3.4.5 Universal family support,1860904,0,0,0,1860904,500000,1360904,20000,0,1340904,48
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Family support services,3.4.6 Total Family Support Services,8392416,1681842,0,0,10074258,1191642,8882616,534089,0,8348527,312
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Services for young people,3.5.1 Universal services for young people,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Services for young people,3.5.2 Targeted services for young people,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Services for young people,3.5.3 Total Services for young people,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Services for young people,"8a.1 Substance misuse services (Drugs, Alcohol and Volatile substances) (included in 3.5.1 and 3.5.2 above)",x,x,x,x,0,x,x,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Services for young people,8a.2 Teenage pregnancy services (included in 3.5.1 and 3.5.2 above),x,x,x,x,0,x,x,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Youth justice,3.6.1 Youth justice,x,x,x,x,2384892,599915,1784977,x,x,x,63
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,37982174,x,35461735,x,x,x,1245
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,37982174,x,35461735,x,x,x,1245
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,3108013,8697,0,0,3116710,0,3116710,168350,0,2948360,50
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,10034,343991,152000,0,506024,0,506024,93378,0,412646,8
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,908571,101109,0,0,1009680,0,1009680,286687,0,722993,16
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,4026617,453796,152000,0,4632414,0,4632414,548415,0,4083999,74
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.1 Residential care,3114,7122337,0,0,7125451,1229740,5895711,0,0,5895711,94
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),984907,8644060,0,0,9628967,1595,9627372,0,0,9627372,153
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),67827,2063608,0,0,2131436,1620,2129816,0,0,2129816,34
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.2 Total fostering services,1052734,10707668,0,0,11760402,3215,11757188,0,0,11757188,187
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.3 Adoption services,1454,2090958,0,0,2092412,0,2092412,4502,0,2087910,33
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.4 Special guardianship support,3160425,349373,0,0,3509798,0,3509798,0,0,3509798,56
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.5 Other children looked after services,201704,3995899,0,0,4197603,241,4197362,467584,0,3729778,67
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,0,1158377,0,0,1158377,26000,1132377,0,0,1132377,18
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.7 Children placed with family and friends,0,841304,0,0,841304,0,841304,0,0,841304,13
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.8 Education of looked after children,366673,0,0,0,366673,0,366673,0,0,366673,6
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.9 Leaving care support services,1500859,4531292,0,0,6032152,150000,5882152,445049,0,5437103,94
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.10 Asylum seeker services children,237275,3415582,0,0,3652857,0,3652857,3860155,0,-207298,58
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Children looked after,3.1.11 Total Children Looked After,6524237,34212790,0,0,40737027,1409196,39327831,4777290,0,34550541,625
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Other children and family services,3.2.1 Other children and families services,332,1058041,0,0,1058373,0,1058373,0,0,1058373,17
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),14501144,11453429,254,0,25954827,553809,25401018,46790,0,25354228,404
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,1126469,487139,0,0,1613608,274577,1339031,0,0,1339031,21
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,142938,101857,0,0,244795,105000,139795,0,0,139795,2
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,15770551,12042425,254,0,27813230,933385,26879844,46790,0,26833054,428
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Family support services,3.4.1 Direct payments,2098735,0,0,0,2098735,0,2098735,0,0,2098735,33
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Family support services,3.4.2 Short breaks (respite) for disabled children,0,520373,0,0,520373,0,520373,0,0,520373,8
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Family support services,3.4.3 Other support for disabled children,9051,210151,0,0,219203,0,219203,0,0,219203,3
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Family support services,3.4.4 Targeted family support,0,2160755,294,0,2161049,0,2161049,728,0,2160321,34
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Family support services,3.4.5 Universal family support,66002,3209042,0,0,3275044,0,3275044,16066,0,3258978,52
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Family support services,3.4.6 Total Family Support Services,2173788,6100321,294,0,8274403,0,8274403,16794,0,8257609,132
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Services for young people,3.5.1 Universal services for young people,341577,3018780,0,0,3360358,187241,3173116,1428006,7500,1737610,50
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Services for young people,3.5.2 Targeted services for young people,630873,613546,0,0,1244419,0,1244419,5537,555239,683643,20
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Services for young people,3.5.3 Total Services for young people,972450,3632326,0,0,4604776,187241,4417535,1433543,562739,2421253,70
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Services for young people,"8a.1 Substance misuse services (Drugs, Alcohol and Volatile substances) (included in 3.5.1 and 3.5.2 above)",x,x,x,x,0,x,x,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Services for young people,8a.2 Teenage pregnancy services (included in 3.5.1 and 3.5.2 above),x,x,x,x,0,x,x,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Youth justice,3.6.1 Youth justice,x,x,x,x,3182969,901882,2281086,x,x,x,36
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
